Date,Open,High,Low,Close,Volume,Dividends,Stock splits,Ticker
2021-08-30,341.3425916122061,346.03718480439164,341.3425916122061,345.3011779785156,12806265,0.0,0.0,KOTAKBANK.NS
2021-08-31,346.9323556903133,350.02563036497037,345.93773868358016,348.8519592285156,22463045,0.0,0.0,KOTAKBANK.NS
2021-09-01,348.86189334266345,348.8817747543687,345.728856037616,347.44952392578125,36331770,0.0,0.0,KOTAKBANK.NS
2021-09-02,348.51378742288,355.75459790005203,346.92239416731763,353.3675231933594,28819220,0.0,0.0,KOTAKBANK.NS
2021-09-03,356.6696602870883,360.3397994249415,353.59629741657665,356.4408874511719,24225670,0.0,0.0,KOTAKBANK.NS
2021-09-06,359.6535327550756,359.6535327550756,352.0944370748973,352.9995422363281,9509655,0.0,0.0,KOTAKBANK.NS
2021-09-07,352.9995362869191,353.97427191048655,347.32028150388453,351.0699768066406,14614185,0.0,0.0,KOTAKBANK.NS
2021-09-08,350.12506455100856,363.6319803756116,349.1105661406944,361.1156005859375,76247785,0.0,0.0,KOTAKBANK.NS
2021-09-09,363.2341149738971,366.3571963503517,359.4147592518292,361.6128845214844,18214625,0.0,0.0,KOTAKBANK.NS
2021-09-13,363.7314896362156,367.96853788885346,357.0178241369251,366.029052734375,16358075,0.0,0.0,KOTAKBANK.NS
2021-09-14,368.0082759785845,373.777042217469,367.0434963112113,371.5391540527344,20840400,0.0,0.0,KOTAKBANK.NS
2021-09-15,372.782435971092,377.6461276251744,369.5996798128496,372.3249206542969,24070115,0.0,0.0,KOTAKBANK.NS
2021-09-16,373.37922001710047,379.94369836314513,371.5889215378621,379.30712890625,20643915,0.0,0.0,KOTAKBANK.NS
2021-09-17,381.1372033644703,401.22844627646725,380.5404271614152,399.4281921386719,73192445,0.0,0.0,KOTAKBANK.NS
2021-09-20,395.8576027832604,405.24679056397196,394.1369042861836,398.1352844238281,29405445,0.0,0.0,KOTAKBANK.NS
2021-09-21,401.22850251749685,403.34704164098804,397.07101063050345,400.0250244140625,19334440,0.0,0.0,KOTAKBANK.NS
2021-09-22,401.1290328692457,402.30270402382683,393.6296423770338,394.97235107421875,9559045,0.0,0.0,KOTAKBANK.NS
2021-09-23,398.64247324409126,408.19080231799495,396.03658161431764,402.6209411621094,14945535,0.0,0.0,KOTAKBANK.NS
2021-09-24,403.81448273599773,408.26042172803596,400.6118149346492,403.4365234375,10574440,0.0,0.0,KOTAKBANK.NS
2021-09-27,404.0532181163738,409.3843812542805,402.9193704702827,404.4809265136719,9150320,0.0,0.0,KOTAKBANK.NS
2021-09-28,405.80373665464674,413.3230387585128,400.41289915049725,411.41339111328125,19496335,0.0,0.0,KOTAKBANK.NS
2021-09-29,409.7623310371902,409.78221245041146,401.855113582809,403.9040222167969,17101570,0.0,0.0,KOTAKBANK.NS
2021-09-30,402.90939959478,404.80912171994055,397.2102332192981,398.9408874511719,22863740,0.0,0.0,KOTAKBANK.NS
